item_id,short_title,title,year,period,google_scholar_link,vegetated_strip_description,nation,study_country,study_location,latitute,longitude,studydesign_observational,studydesign_manipulative,Study length (years),Time since intervention (years),spatialscale_plot,spatialscale_field,spatialscale_farm,spatialscale_catchment,spatialscale_regional,spatialscale_notdescribed,measurementquarter_Q1,measurementquarter_Q2,measurementquarter_Q3,measurementquarter_Q4,measurementquarter_notdescribed,farmingsystem_conventional,farmingsystem_organic,farmingsystem_notdescribed,farmingproductionsystem_livestock,farmingproductionsystem_livestockinfo,farmingproductionsystem_croppedfields,farmingproductionsystem_croppedfieldsinfo,farmingproductionsystem_horticulture,farmingproductionsystem_horticultureinfo,farmingproductionsystem_viticulture,farmingproductionsystem_viticultureinfo,farmingproductionsystem_fruit,farmingproductionsystem_fruitinfo,farmingproductionsystem_grassland,farmingproductionsystem_grasslandinfo,farmingproductionsystem_other,farmingproductionsystem_otherinfo,farmingproductionsystem_notdescribed,farmingproductionsystem_notdescribedinfo,vegetationtype_grasses,vegetationtype_grassesinfo,vegetationtype_wildflowers,vegetationtype_wildflowersinfo,vegetationtype_shrubs,vegetationtype_shrubsinfo,vegetationtype_hedgerow,vegetationtype_hedgerowinfo,vegetationtype_trees,vegetationtype_treesinfo,vegetationtype_other,vegetationtype_otherinfo,vegetationtype_notdescribed,vegetationtype_notdescribedinfo,striplocation_withinfield,striplocation_fieldedge,striplocation_riparian,striplocation_notdescribed,stripmanagement_unmanaged,stripmanagement_unmanagedinfo,stripmanagement_soilamendment,stripmanagement_soilamendmentinfo,stripmanagement_soildisturbed,stripmanagement_soildisturbedinfo,stripmanagement_cut,stripmanagement_cutinfo,stripmanagement_grazed,stripmanagement_grazedinfo,stripmanagement_harvested,stripmanagement_harvestedinfo,stripmanagement_sownplanted,stripmanagement_sownplantedinfo,stripmanagement_pesticide,stripmanagement_pesticideinfo,stripmanagement_managedother,stripmanagement_managedotherinfo,stripmanagement_notdescribed,stripmanagement_notdescribedinfo,intervention_presence,intervention_presenceinfo,intervention_location,intervention_locationinfo,intervention_dimension,intervention_dimensioninfo,intervention_structure,itervention_structureinfo,intervention_management,intervention_managementinfo,intervention_vegetationtype,intervention_vegetationtypeinfo,intervention_management,intervention_managementinfo,intervention_other,intervention_otherinfo,intervention_transect,intervention_transectinfo,intervention_notdescribed,intervention_notdescribedinfo,outcome_biodiversityaquatic,outcome_biodiversityaquaticinfo,outcome_biodiversitysemiaquatic,outcome_biodiversitysemiaquaticinfo,outcome_biodiversityterrestrial,outcome_biodiversityterrestrialinfo,outcome_pollination,outcome_pollinationinfo,outcome_gamespecies,outcome_gamespeciesinfo,outcome_pestcontrol,outcome_pestcontrolinfo,outcome_nutrientsn,outcome_nutrientsninfo,outcome_nutrientsp,outcome_nutrientsninfo,outcome_soillossretention,outcome_soillossretentioninfo,outcome_soilsedimentchem,outcome_soilsedimentcheminfo,outcome_waterchem,outcome_watercheminfo,outcome_soilsedimentphys,outcome_soilsedimentphysinfo,outcome_waterlossretention,outcome_waterlossretentioninfo,outcome_economic,outcome_economicinfo,outcome_ghgs,outcome_ghgsinfo,outcome_pesticides,outcome_pesticidesinfo,outcome_toxins,outcome_toxinsinfo,outcome_wind,outcome_windinfo,outcome_gmpollen,outcome_gmpolleninfo,outcome_yield,outcome_yieldinfo,outcome_social,outcome_socialinfo,outcome_recreation,outcome_recreationinfo,outcome_other,outcome_otherinfo,outcome_pathogens,outcome_pathogensinfo,outcome_noncropyield,outcome_noncropyieldinfo,outcome_light,outcome_lightinfo,outcome_habitat,outcome_habitatinfo,outcome_climate,outcome_climateinfo,outcome_microbes,outcome_microbesinfo,outcome_physiology,outcome_physiologyinfo,es_provisioning_food,es_provisioning_freshwater,es_provisioning_fibrefuel,es_provisioning_biochemicalproducts,es_provisioning_geneticmaterials,es_regulating_climateregulation,es_regulating_hydrologicalregimes,es_regulating_pollutioncontrol,es_regulating_erosionprotection,es_regulating_naturalhazards,es_regulating_pestregulation,es_regulating_nutrientcycling,es_cultural_piritualinspirational,es_cultural_recreational,es_cultural_aesthetic,es_cultural_educational,es_supporting_biodiversity,es_supporting_pollination,es_supporting_soilformation
20641404,Anjum-Zubair (2015),Differentiation of spring carabid beetle assemblages between semi-natural habitats and adjoining winter wheat,2015,2015-2016,http://scholar.google.co.uk/scholar?q=Differentiation+of+spring+carabid+beetle+assemblages+between+semi-natural+habitats+and+adjoining+win&btnG=&hl=en&as_sdt=0%2C5,"Sown wildflower area, grassy margin",Switzerland,Switzerland,Between Solothurn and Bern,47.087584,7.492987,Observational,,<1,Various,,,,,Regional scale,,,Q2,,,,,,Not described,,,Cropped fields (arable),Wheat,,,,,,,,,,,,,Grasses,"Approximately 0.7 m wide, >10 years old, neither pesticides nor fertiliser used, mown 1-3 times per year",Wildflowers,"At least 25 m wide and between 0.4 and 2.3 ha, 2-6 years old, neither mown nor treated with herbicide during this time",,,,,,,,,,,,Field edge,,,,,,,,,Cut,Grassy strips mown (wildflower areas were not),,,,,,,,,,,,,,,,,,,,,,,,,,,Other (please specify),Wide wildflower strips compared with narrow grassy strips (different management; mowing),,,,,,,,,Biodiversity (terrestrial),"Abundance (activity-density) and species richness (split by body size, wing size, nutrition type, and ecological preference)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Biodiversity,,
20641410,Askew (2007),Agri-environment schemes and foraging of barn owls Tyto alba,2007,2005-2009,http://scholar.google.co.uk/scholar?q=Agri-environment+schemes+and+foraging+of+barn+owls+Tyto+alba&btnG=&hl=en&as_sdt=0%2C5,Field margin,UK,UK,York,53.959965,-1.087298,Observational,,2,Not stated,,,,,Regional scale,,,,,Q4,,,,Not described,,,,,,,,,,,,,,,Not described,,Grasses,2 and 6 m sown grassy margins,,,,,,,,,,,,,,Field edge,,,,,,,,,Cut,,,,,,Sown/planted,,,,,,,,,,,,Strip type (dimension),2 and 6 m wide grass strips,,,Strip management,6 m margins cut annually or split into 4+2 m with the outer 2 m cut every 2-3 years in half of the plots (2 management treatments within 6 m strip treatments),,,,,,,,,,,,,,,Biodiversity (terrestrial),Small mammal species richness and abundance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Biodiversity,,
20641414,Bailey (2013),Determining the cost of in-field mitigation options to reduce sediment and phosphorus loss,2013,2010-2014,http://scholar.google.co.uk/scholar?q=Determining+the+cost+of+in-field+mitigation+options+to+reduce+sediment+and+phosphorus+loss&btnG=&hl=en&as_sdt=0%2C5,Beetlebank,UK,UK,"ADAS Rosemaund, Herefordshire (SO565480); Severn Trent Water farm at Old Hattons, Wolverhampton (SJ884055); Allerton Trust farm in Loddington, Leicestershire (SK797010)",52.467564,-1.869761,,Manipulative,2,2,,Field scale,Farm scale,,Regional scale,,Q1,,,Q4,,,,Not described,,,Cropped fields (arable),,,,,,,,,,,,,,,,,,,,,,,,,,Not described,Raised 'vegetative strip',Within field,,,,,,,,,,,,,,,,,,,,,,Not described,,Strip presence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nutrients P,Total phosphorus,,,,,Water chemistry/quality (not N/P),Suspended sediment,,,Water loss/retention,Runoff,Economic (farming),"Financial impact, cost effectiveness, overall crop rotation margin (GBP/ha)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hydrological regimes,Pollution control,,,,Nutrient cycling,,,,,Biodiversity,,
20641423,Balog (2007),Chemical disturbances effects on community structure of rove beetles (Coleoptera : Staphylinidae) in Hungarian agricultural fields,2007,2005-2009,http://scholar.google.co.uk/scholar?q=Chemical+disturbances+effects+on+community+structure+of+rove+beetles+(Coleoptera+:+Staphylinidae)+in&btnG=&hl=en&as_sdt=0%2C5,Hedgerow,Hungary,Hungary,Horticultural Research Station Újfehértó,47.803116,21.680199,Observational,,2,Not stated,,Field scale,,,,,,Q2,Q3,,,Conventional,,,,,,,,,,,Fruit (orchard),Apple,,,,,,,,,,,,,Hedgerow,,,,,,,,,Field edge,,,,,,,,,,,,,,,,,,,,,Not described,,,,,,Strip type (dimension),Hedge size (width?) 20 or 40 m,,,,,,,,,,,,,,,,,,,Biodiversity (terrestrial),Beetle abundnace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Biodiversity,,
20641428,Barbir (2015),Can floral field margins improve pollination and seed production in coriander Coriandrum sativum L. (Apiaceae)?,2015,2015-2016,http://scholar.google.co.uk/scholar?q=Can+floral+field+margins+improve+pollination+and+seed+production+in+coriander+Coriandrum+sativum+L.+&btnG=&hl=en&as_sdt=0%2C5,Floral field margin,Spain,Spain,"La Poveda farm, Arganda del Rey, Madrid (40 19 N, 3 29 W)",40.316667,-3.483333,,Manipulative,<1,1,Plot scale,,,,,,,Q2,,,,,,Not described,,,Cropped fields (arable),Coriander,,,,,,,,,,,,,,,Wildflowers,"Margnis of 10 x 1.5 m with 6 herbaceous species (Phacelia tanacetifolia Benth., Echium plantagineum L., D. tenuifolia, Centaurea cyanus L., Calendula arvensis L. and Borago officinalis L.) and monospecific margins of 10 x 1.5 m of D. tenuifolia",,,,,,,,,,,,Field edge,,,,,,,,,,,,,,,Sown/planted,,,,Managed (other),Irrigated,,,Strip presence,,,,,,,,,,Vegetation type,Mixed versus monospecific floral margins,,,,,,,,,,,,,Biodiversity (terrestrial),"Beetle visits per minute, bee visits per minute, hoverfly visits per minute",Pollination,"Beetle visits per minute, bee visits per minute, hoverfly visits per minute",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Biodiversity,Pollination,
20641431,Barden (2003),Assessing the effectiveness of various riparian buffer vegetation types,2003,2000-2004,http://scholar.google.co.uk/scholar?q=Assessing+the+effectiveness+of+various+riparian+buffer+vegetation+types&btnG=&hl=en&as_sdt=0%2C5,Riparian buffer,USA,"Kansas, USA","Mill Creek, Geary County, Kansas",38.998469,-96.792235,Observational,,<1,7,Plot scale,,,,,,,Q2,Q3,,,,,Not described,,,Cropped fields (arable),,,,,,,,,,,,,,Grasses,,,,Shrubs,,,,,,,,,,,,Riparian,,Unmanaged,,,,,,,,,,,,Sown/planted,,,,,,,,,,,,,,,,,,Vegetation type,"40 feet wide buffer of shrubs (American plum, Prunus americana) with a grass strip, 40 feet wide buffer of same shrubs with fallow strip, 40 feet wide fallow (7 years) with natural regeneration",,,,,,,,,,,,,,,,,,,,,Nutrients N,Percentage reduction in total N in runoff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hydrological regimes,Pollution control,,,,Nutrient cycling,,,,,,,
20641437,Bates (2009),Does hedgerow management on organic farms benefit small mammal populations?,2009,2005-2009,http://scholar.google.co.uk/scholar?q=Does+hedgerow+management+on+organic+farms+benefit+small+mammal+populations?&btnG=&hl=en&as_sdt=0%2C5,Hedgerow,UK,UK,Southwest England and southeast Wales,51.799815,-2.571315,Observational,,<1,Not stated,,Field scale,Farm scale,,Regional scale,,,,Q3,Q4,,Conventional,Organic,,Livestock,,Cropped fields (arable),,,,,,,,,,,,,,,,,,,,Hedgerow,,,,,,,,,Field edge,,,Unmanaged,,,,,,Cut,,,,,,,,,,,,,,,,,,,,Strip type (structure),"Hedge size (height, width and cross-sectional area)",,,,,,,,,,,,,,,,,Biodiversity (terrestrial),"Small mammal species richness, diversity and abundance",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Biodiversity,,
20641442,Beck (2013),"Attenuation and persistence of fecal indicator bacteria in vegetated buffer strips in Southern Illinois, USA",2013,2010-2014,http://scholar.google.co.uk/scholar?q=Attenuation+and+persistence+of+fecal+indicator+bacteria+in+vegetated+buffer+strips+in+Southern+Illin&btnG=&hl=en&as_sdt=0%2C5,Vegetated buffer strip,USA,"Illinois, USA","Southern Illinois University Carbondale (SUIC) site, Carbondale, Illinois (37 42' 34''N, 89 16' 08''W)",37.709444,-89.268889,,Manipulative,1,1,Plot scale,,,,,,,,Q3,Q4,,Conventional,,,,,Cropped fields (arable),,,,,,,,,,,,,,Grasses,,,,,,,,,,,,,,,,,Not described,,,,,,,,,,,,,Sown/planted,,,,,,,,,,,,,,,,,,Vegetation type,"Giant cane, Kentucky Bluegrass, Orchardgrass, bare control",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pathogens,E. coli concentration,,,,,,,,,,,,,,Fresh water,,,,,,Pollution control,,,,,,,,,,,
20641449,Bereswill (2013),"Current-use pesticides in stream water and suspended particles following runoff: Exposure, effects, and mitigation requirements",2013,2010-2014,"http://scholar.google.co.uk/scholar?q=Current-use+pesticides+in+stream+water+and+suspended+particles+following+runoff:+Exposure,+effects,+&btnG=&hl=en&as_sdt=0%2C5",Riparian buffer,Germany,Germany,"Braunschweig, central Germany",52.268874,10.52677,Observational,,<1,Not stated,,,,Catchment scale,,,,Q2,,,,,,Not described,,,Cropped fields (arable),,,,,,,,,,,,,,,,,,Shrubs,,,,,,Other (please specify),Low vegetation and low vegetation withs single trees,,,,,Riparian,,,,,,,,,,,,,,,,,,,,Not described,,,,,,Strip type (dimension),Buffer width,,,,,Vegetation type,"Presence of low vegetation, shrubbery and trees",,,,,,,,,Biodiversity (aquatic),Macroinvertebrate species abundance,,,,,,,,,,,Nutrients N,"Ammonium, nitrite, nitrate",Nutrients P,Phosphate,,,,,Water chemistry/quality (not N/P),"Conductivity, pH, dissolved oxygen",,,,,,,,,Pesticides,"Concentration of Alpha-cypermethrin, Lambda-cyhalothrin, primicarb, epoxiconazole, tebuconazole, ethofumesate, fenpropimorph, spiroxamine in water and suspended particles",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fresh water,,,,,,Pollution control,,,,Nutrient cycling,,,,,Biodiversity,,
20641450,Berges (2009),Ecosystem services of riparian areas: Stream bank stability and avian habitat,2009,2005-2009,http://scholar.google.co.uk/scholar?q=Ecosystem+services+of+riparian+areas:+Stream+bank+stability+and+avian+habitat&btnG=&hl=en&as_sdt=0%2C5,Riparian area,USA,"Missouri, USA","Mark Twain Lake/Salt River, Missouri",39.509255,-91.768487,Observational,,<1,Not stated,,,,Catchment scale,,,Q1,Q2,Q3,,,,,Not described,Livestock,,Cropped fields (arable),,,,,,,,,,,,,,,,,,,,,,Trees,"15-30 m wide strips of naturally occurring trees and shrubs along both sides of the stream, and >30 m forest",Other (please specify),"Crop sites, with strip of <15 m of small trees, shrubs and grass",,,,,Riparian,,,,,,,,,,,,,,,,,,,,Not described,,,,,,,,,,,,Vegetation type,"Cropland, pasture, forest (narrow) and forest (wide)",,,,,,,,,,,,,,,,,,,,,,,Nutrients P,Phosphorus loss,Soil loss/retention,"Erosion rate, erosion activity, stream bank soil loss",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pollution control,Erosion protection,,,Nutrient cycling,,,,,,,
20641451,Berges (2010),"Bird species diversity in riparian buffers, row crop fields, and grazed pastures within agriculturally dominated watersheds",2010,2010-2014,"http://scholar.google.co.uk/scholar?q=Bird+species+diversity+in+riparian+buffers,+row+crop+fields,+and+grazed+pastures+within+agricultural&btnG=&hl=en&as_sdt=0%2C5",Riparian buffer,USA,"Missouri, USA","Mark Twain Lake/Salt River watershed, Northeast Missouri",39.509255,-91.768487,Observational,,<1,Various,,,,Catchment scale,,,,Q2,Q3,,,,,Not described,Livestock,,Cropped fields (arable),,,,,,,,,,,,,,,,,,Shrubs,,,,Trees,,,,,,,,Riparian,,,,,,,,,,,,,,Sown/planted,,,,,,,,Strip presence,"Thin strip (c. 5m) of nautrally occurring grass, shrubs or trees versus 15-30m forest versus grazed pastures with no buffer",,,Strip type (dimension),"Thin strip (c. 5m) of nautrally occurring grass, shrubs or trees versus 15-30m forest versus grazed pastures with no buffer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nutrients P,Phosphorous loss,Soil loss/retention,"Erosion rate, erosion activity, soil loss",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pollution control,Erosion protection,,,Nutrient cycling,,,,,,,
20641455,Best (1991),Bird abundance and species richness in grassed waterways in Iowa rowcrop fields,1991,1990-1994,http://scholar.google.co.uk/scholar?q=Bird+abundance+and+species+richness+in+grassed+waterways+in+Iowa+rowcrop+fields&btnG=&hl=en&as_sdt=0%2C5,Grassed waterway,USA,"Iowa, USA","Story and Marshall counties, central Iowa",42.054598,-93.233042,Observational,,2,Not stated,,,,,Regional scale,,,Q2,Q3,,,,,Not described,,,Cropped fields (arable),,,,,,,,,,,,,,Grasses,"""According to specifications, waterways are trapezoidal or parabolic in cross section, range from 9 to 30 m wide and vary in length. Ninety percent of the sampled waterways were planted to smooth brome or predominately smooth brome mixes, including orchard grass (Dactylisglomerata), reed canary grass (Phalaris arundinacea), timothy (Phleum pratense) and switchgrass (Panicum virgatum). Sixty-three percent of the waterways were linear or had relatively few smaller, divergent channels, and 37% were dendritic. Ninety-five percent of the waterways were connected on one or both ends to roadside ditches, fencerows or other drainage areas; the remainder (5%) were unconnected and ended in the fields. The 44 waterways selected for study (1987: n = 24, 1988: n = 20) represented the predominant waterway characteristics (i.e., they were planted to smooth brome, straight and connected to strip cover). Waterway lengths ranged from 150 to 900 m.""",,,,,,,,,,,,,,,Riparian,,,,,,,,,,,,,,Sown/planted,,,,,,,,,,,,,,,,Strip management,Mowed (including burned and grazed) versus unmowed,,,,,,,Transect into field/across vegetative strip,,,,,,,,Biodiversity (terrestrial),Bird species richness and abundance (crop versus grassed waterways),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Organism physiology/condition,Vegetation hieght and vertical cover (mowed versus unmowed),,,,,,,,,,,,,,,,,Biodiversity,,
20641463,Bingham (1980),Effect of grass buffer zone length in reducing the pollution from land application areas [Water quality],1980,1980-1984,http://scholar.google.co.uk/scholar?q=Effect+of+grass+buffer+zone+length+in+reducing+the+pollution+from+land+application+areas+[Water+qual&btnG=&hl=en&as_sdt=0%2C5,Grass buffer zone,USA,"Not stated, USA",Not stated,37.09,-95.71,,Manipulative,<1,3,Plot scale,,,,,,,,,,Not described,,,Not described,Livestock,Poultry,,,,,,,,,,,,,,,Grasses,,,,,,,,,,,,,,,,,Not described,,,,,,,,,,,,,Sown/planted,,,,,,,,,,,,Strip type (dimension),Various buffer area length/waste area length ratios,,,,,,,,,Other (please specify),Removal efficiency (across buffer),,,,,,,,,,,,,,,,,Nutrients N,"Runoff total Kjeldahl nitrogen (TKN), ammonium nitrogen and nitrate nitrogen",Nutrients P,"Total phosophorus, orthophosphate phosphorus",,,"Soil/sediment (chemical, not N/P)","Chemical oxygen demand, total organic carbon, chloride, volatile solids-total solids ratio",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fresh water,,,,,,Pollution control,Erosion protection,,,Nutrient cycling,,,,,,,
20641464,Bishton (1986),The diet and foraging behaviour of the dunnock Prunella modularis in a hedgerow habitat,1986,1985-1989,http://scholar.google.co.uk/scholar?q=The+diet+and+foraging+behaviour+of+the+dunnock+Prunella+modularis+in+a+hedgerow+habitat&btnG=&hl=en&as_sdt=0%2C5,Hedgerow,UK,UK,"Nedge Hill, Shropshire (SJ716073)",52.659605,-2.424649,Observational,,2,Not stated,,,Farm scale,,,,Q1,Q2,Q3,Q4,,,,Not described,,,Cropped fields (arable),,,,,,,,,,Other (please specify),"Larch, birch, oak, ash and beech plantations",,,,,,,,,Hedgerow,"""mainly composed of hawthorn Cretaegus monogyna and holly Ilex aquifolium, but including hazel Corylus avellana, blackthorn Prunus spinosa, elder Sarnbucus nigra with occasional oak Quercus robur, and ash Fraxinus excelsior""",,,,,,,,Field edge,,,,,,,,,,,,,,,,,,,Managed (other),Not described,,,,,,,,,,,,,,,,,Other (please specify),Time spent feeding in various habitats including hedgerow and arable,,,,,,,,,Biodiversity (terrestrial),Bird (Dunnock) feeding habitats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Biodiversity,,
20641467,Blank (2011),Bird Community Response to Filter Strips in Maryland,2011,2010-2014,http://scholar.google.co.uk/scholar?q=Bird+Community+Response+to+Filter+Strips+in+Maryland&btnG=&hl=en&as_sdt=0%2C5,Filter strip,USA,"Maryland, USA",Eastern Shore of Maryland (east of Chesapeake Bay),37.432611,-75.687523,Observational,,3,01-Oct,,,Farm scale,,Regional scale,,Q1,Q2,Q3,,,,,Not described,,,Cropped fields (arable),,,,,,,,,,,,,,Grasses,,,,,,,,,,,,,,,Field edge,,,,,,,,,,,,,,,Sown/planted,,,,,,,,Strip presence,,,,,,,,,,Vegetation type,"Grass species (cold season; fescue spp., orchardgrass: warm season; big bluestem, switchgrass)",,,,,Transect into field/across vegetative strip,,,,,,,,Biodiversity (terrestrial),"Bird density and species richness (separated by guild and season), avian conservation value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Biodiversity,,
20641468,Blank (1967),The ecology of the partridge: L Outline of population processes with articular reference to chick mortality and nest density,1967,1965-1969,http://scholar.google.co.uk/scholar?q=The+ecology+of+the+partridge:+L+Outline+of+population+processes+with+articular+reference+to+chick+mo&btnG=&hl=en&as_sdt=0%2C5,Field boundary,UK,UK,"Sutton Manor, Sutton Scotney, Hampshire",51.152318,-1.337234,Observational,,<1,Not stated,,,Farm scale,,,,,,,,Not described,,,Not described,,,Cropped fields (arable),,,,,,,,,,,,,,Grasses,,,,,,Hedgerow,,Trees,,,,,,,Field edge,,,,,,,,,,,,,,,,,,,,,Not described,,,,,,,,,,,,,,,,Other (please specify),Habitat preference,,,,,,,,,Biodiversity (terrestrial),Partridge nest density,,,Game species,Partridge nest density,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Recreation,Game,,,,,,,,,,,,,,,,,Food,,,,,,,,,,,,,Recreational,,,Biodiversity,,
20641469,Blattel (2005),Abatement of ground water phosphate in giant cane and forest riparian buffers,2005,2005-2009,http://scholar.google.co.uk/scholar?q=Abatement+of+ground+water+phosphate+in+giant+cane+and+forest+riparian+buffers&btnG=&hl=en&as_sdt=0%2C5,Riparian buffer,USA,"Illinois, USA","Big Creek (37 24 37 N, 89 9 15 W), Cypress Creek (37 24 57 N, 89 4 58 W), and the Cache River (37 16 29 N, 89 10 26 W), Illinois",37.262408,-89.136225,Observational,,1,Not stated,,,,,Regional scale,,,Q2,,,,,,Not described,,,Cropped fields (arable),"Zea mays, Glycine max",,,,,,,,,,,,,Grasses,Giant cane,,,,,,,Trees,Hardwood trees,,,,,,,Riparian,,,,,,,,,,,,,,,,,,,,Not described,,,,,,,,,,,,Vegetation type,Giant cane and hardwood forest,,,,,,,,,,,,,,,,,,,,,,,Nutrients P,Groundwater phosphate,,,,,Water chemistry/quality (not N/P),Groundwater chloride,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pollution control,,,,Nutrient cycling,,,,,,,
20641474,Boldes (2002),Canopy flow and aspects of the response of plants protected by herbaceous shelterbelts and wood fences,2002,2000-2004,http://scholar.google.co.uk/scholar?q=Canopy+flow+and+aspects+of+the+response+of+plants+protected+by+herbaceous+shelterbelts+and+wood+fenc&btnG=&hl=en&as_sdt=0%2C5,Shelterbelt,Argentina,Argentina,"Facultad de Agronomia, Universidad Nacional de La Pampa, Santa Rosa, La Pampa",-36.557158,-64.301461,,Manipulative,<1,Not stated,Plot scale,,,,,,,,,Q4,,,,Not described,,,Cropped fields (arable),Wheat (Buck charrua),,,,,,,,,,,,,Grasses,Triticale shelterbelts (0.7 m tall),,,,,,,,,,,,,,Field edge,,,,,,,,,,,,,,,Sown/planted,,,,,,,,Strip presence,,,,Strip type (dimension),Single versus double row shelterbelts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wind,"Velocity, turbulence intensity, skewness distribution, spectral power density",,,Crop yield/farming outputs,"Grain yield, harvest index",,,,,,,,,,,,,,,,,,,,,Food,,Fibre and fuel,,,Climate regulation,,,Erosion protection,,,,,,,,,,
20641475,Borin (2002),Abatement of NO3-N concentration in agricultural waters by narrow buffer strips,2002,2000-2004,http://scholar.google.co.uk/scholar?q=Abatement+of+NO3-N+concentration+in+agricultural+waters+by+narrow+buffer+strips&btnG=&hl=en&as_sdt=0%2C5,Riparian buffer,Italy,Italy,Venice,45.448303,12.317492,Observational,,2,Not stated,Plot scale,,,,,,Q1,Q2,Q3,Q4,,,,Not described,,,Cropped fields (arable),"Soybean, maize, winter wheat",,,,,,,,,,,,,Grasses,,,,,,,,Trees,"Acer campestre, Alnus glutinosa, Cornus sanguinea, Crataegus monogyna, Euonymus europaeus, Frangula alnus, Fraxinus angustifolia, Prunus spinosa, Rhamnus cathartica, Salix alba, Sambucus nigra",,,,,,,Riparian,,,,,,,,,,,,,,,,,,,,Not described,,,,,,,,,,,,,,,,,,Transect into field/across vegetative strip,,,,,,,,,,,,,,,,Nutrients N,Groundwater nitrate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fresh water,,,,,,Pollution control,,,,Nutrient cycling,,,,,,,
20641478,Boutin (2006),"Comparison of the vegetation and seedbanks of soybean fields, adjacent boundaries, and hedgerows in Ontario",2006,2005-2009,"http://scholar.google.co.uk/scholar?q=Comparison+of+the+vegetation+and+seedbanks+of+soybean+fields,+adjacent+boundaries,+and+hedgerows+in+&btnG=&hl=en&as_sdt=0%2C5","Hedgerow, field boundary",Canada,"Ontario, Canada","Winchester (45 05 N, 75 25 W)",45.083333,-75.416667,Observational,,<1,Not stated,,Field scale,Farm scale,,,,,,Q3,,,Conventional,,,,,Cropped fields (arable),Soybean,,,,,,,,,,,,,,,,,,,Hedgerow,"""Woody hedgerows with several deciduous trees greater than 25 cm in diameter""",,,,,,,,Field edge,,,,,,,,,,,,,,,,,,,,,Not described,,,,,,,,,,,,,,,,,,Transect into field/across vegetative strip,,,,,,,,Biodiversity (terrestrial),"Plant species richness (weed, non-weed), seedbank abundance (weed, non-weed), seedbank species richness (weed, non-weed)",,,,,,,Nutrients N,Nitrogen (soil),Nutrients P,Phosphorus (soil),,,"Soil/sediment (chemical, not N/P)","pH, potassium, magnesium, organic matter, total salt",,,Soil/sediment (physical),"Sand, silt, clay",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pollution control,,,,Nutrient cycling,,,,,Biodiversity,,Soil formation
