"","article_id","region","title","authors","hazard","response","sdgs","actor"
"1545",7851007," Europe||| North America","Climate change acknowledgement and responses of summer (glacier) ski visitors in Norway","Demiroglu, OC; Dannevig, H; Aall, C","Sea level rise||| Rising ocean temperature and ocean acidification||| Loss of Arctic sea ice||| Other1||| General climate impacts"," Technological/infrastructural||| Institutional|||Behavioural/cultural"," Work and economic growth||| Consumption & production||| Industry/innovation/technology"," Individuals or households||| Private sector SMEs||| Other"
"1546",7851010," Europe","Water consumption patterns of hotels and their response to droughts and public concerns regarding water conservation: The case of the Barcelona hotel industry during the 2007-2008 episode","Dinares, M; Sauri, D"," Drought"," Technological/infrastructural|||Behavioural/cultural||| Institutional"," Clean water & sanitation||| Consumption & production"," Private sector SMEs||| National government||| Local government||| Private sector corporations||| Sub-national government"
"1547",7851011," Europe","Pasture access and adaptive capacity in reindeer herding districts in Nordland, Northern Norway","Risvoll, C.; Hovelsrud, G.K."," Other1||| General climate impacts","Behavioural/cultural||| Ecosystem-based||| Institutional"," Food security||| Health & wellbeing||| Sustainable cities & communities||| Consumption & production"," Other||| Civil Society- sub-national or local||| Individuals or households"
"1548",7851015," Europe","Do forest decision-makers in Southeastern Norway adapt forest management to climate change?","Heltorp, KMA; Kangas, A; Hoen, HF"," Other1","Behavioural/cultural||| Technological/infrastructural||| Ecosystem-based"," Industry/innovation/technology||| Consumption & production"," Other||| Private sector SMEs"
"1549",7851019," South Island States","In the wake of winston â€“ climate change, mobility and resiliency in FIJI","Rowan Gard, A.; Veitayaki, J."," Other1|||Sea level rise"," Technological/infrastructural|||Behavioural/cultural"," Health & wellbeing||| Food security|||Poverty"," Civil Society- international/multinational/national||| Individuals or households||| Other||| National government"
"1550",7851023," Europe","Do we need to adapt the choice of main boreal tree species in forest regeneration under the projected climate change?","Torssonen, P.; Strandman, H.; Kellomaki, S.; Kilpelainen, A.; Jylha, K.; Asikainen, A.; Peltola, H."," General climate impacts||| Drought||| Precipitation variability"," Ecosystem-based"," Terrestrial & freshwater ecosystem services"," Other||| National government"
"1551",7851024," South Island States","Conservation of biodiversity in the pacific islands of oceania: Challenges and opportunities","Jupiter, S.; Mangubhai, S.; Kingsford, R.T.","Sea level rise||| Increased frequency and intensity of extreme heat||| Rising ocean temperature and ocean acidification"," Ecosystem-based||| Institutional"," Terrestrial & freshwater ecosystem services"," Local government||| Sub-national government"
"1552",7851025," Europe","Managing drought-sensitive forests under global change. Low competition enhances long-term growth and water uptake in Abies pinsapo","Lechuga, V; Carraro, V; Vinegla, B; Carreira, JA; Linares, JC"," Drought||| Precipitation variability||| General climate impacts"," Ecosystem-based||| Institutional"," Terrestrial & freshwater ecosystem services","International or multinational governance institutions||| Sub-national government||| National government"
"1553",7851032," Europe","Legitimate adaptive flood risk governance beyond the dikes: the cases of Hamburg, Helsinki and Rotterdam","Mees, HLP; Driessen, PPJ; Runhaar, HAC"," Extreme precipitation and inland flooding|||Sea level rise"," Technological/infrastructural||| Institutional"," Sustainable cities & communities||| Work and economic growth||| Industry/innovation/technology"," Private sector SMEs||| Individuals or households||| Local government"
"1554",7851033,"Africa","Resilience of the poorest: coping strategies and indigenous knowledge of living with the floods in Northern Namibia","Hooli, LJ"," Extreme precipitation and inland flooding"," Technological/infrastructural|||Behavioural/cultural||| Ecosystem-based"," Health & wellbeing||| Consumption & production||| Work and economic growth||| Inequalities (Other than gender)|||Poverty||| Other2"," Individuals or households"
"1555",7851036,"Africa","FARMERS' ADAPTATION TO GROUNDWATER SHORTAGE IN THE DRY AREAS: IMPROVING APPROPRIATION OR ENHANCING ACCOMMODATION?","Frija, A; Chebil, A; Speelman, S"," Other1"," Technological/infrastructural|||Behavioural/cultural"," Consumption & production||| Clean water & sanitation||| Other2"," Individuals or households"
"1556",7851037," Central and South America","Irrigation as an adaptive strategy to climate change: an economic perspective on Brazilian agriculture","Da Cunha, DA; Coelho, AB; Feres, JG"," General climate impacts"," Technological/infrastructural"," Food security||| Consumption & production||| Work and economic growth"," Private sector SMEs||| National government||| Individuals or households"
"1557",7851039," Central and South America||| Europe","Adaptive Capacity of Water Governance: Cases From the Alps and the Andes","Hill, M"," Drought||| Precipitation variability"," Institutional||| Technological/infrastructural"," Consumption & production||| Clean water & sanitation"," National government||| Private sector SMEs||| Local government||| Sub-national government"
"1558",7851041," Asia","Using practical and social information to influence flood adaptation behavior","Allaire, MC"," Extreme precipitation and inland flooding|||Sea level rise","Behavioural/cultural"," Other2|||Poverty||| Sustainable cities & communities"," National government||| Sub-national government||| Individuals or households"
"1559",7851042," Asia","One Risk Replaces Another Floods, Evictions and Policies on Jakarta's Riverbanks","van Voorst, R; Hellman, J","Sea level rise||| Extreme precipitation and inland flooding"," Technological/infrastructural||| Institutional"," Health & wellbeing||| Sustainable cities & communities|||Poverty||| Other2"," National government||| Local government|||International or multinational governance institutions"
"1560",7851043," North America||| Central and South America|||Africa","Women and water management in times of climate change: participatory and inclusive processes","Figueiredo, P; Perkins, PE"," No information or not assessed1||| Extreme precipitation and inland flooding||| General climate impacts","Behavioural/cultural||| Institutional"," Education||| Gender equality|||Poverty||| Clean water & sanitation||| Peace justice & strong institutions||| Sustainable cities & communities"," Civil Society- international/multinational/national||| Civil Society- sub-national or local||| Other"
"1561",7851045," Central and South America","Does External Funding Help Adaptation? Evidence from Community-Based Water Management in the Colombian Andes","Murtinho, F; Eakin, H; Lopez-Carr, D; Hayes, TM"," Precipitation variability||| Other1"," Institutional||| Technological/infrastructural||| Ecosystem-based"," Clean water & sanitation||| Consumption & production"," Civil Society- sub-national or local||| Local government"
"1562",7851047,"Africa","Floods and mangrove forests, friends or foes? Perceptions of relationships and risks in Cameroon coastal mangroves","Munji, CA; Bele, MY; Idinoba, ME; Sonwa, DJ"," Other1|||Sea level rise"," Ecosystem-based||| Institutional|||Behavioural/cultural"," Consumption & production||| Food security||| Marine & coastal ecosystem services|||Poverty||| Work and economic growth"," Individuals or households||| Other||| Civil Society- sub-national or local"
"1563",7851049,"Africa","Enhancement of resilience to climate variability and change through agroforestry practices in smallholder farming systems in Cameroon","Nyong, A.P.; Ngankam, T.M.; Felicite, T.L."," Precipitation variability||| Increased frequency and intensity of extreme heat||| General climate impacts||| Drought"," Ecosystem-based|||Behavioural/cultural"," Consumption & production||| Health & wellbeing||| Work and economic growth||| Food security"," Individuals or households"
"1564",7851053," North America","Farming the Floodplain: Ecological and Agricultural Tradeoffs and Opportunities in River and Stream Governance in New England's Changing Climate","Warner, BP; Schattman, RE; Hatch, CE"," Extreme precipitation and inland flooding"," Ecosystem-based|||Behavioural/cultural||| Technological/infrastructural"," Terrestrial & freshwater ecosystem services||| Work and economic growth||| Food security||| Sustainable cities & communities"," Individuals or households"
"1565",7851057,"Africa","Optimising drought adaptation by small-scale farmers in southern Africa through integration of indigenous and technologically-driven practices","Makhado, R.A.; Saidi, A.T.; Tshikhudo, P.P."," Drought||| Precipitation variability"," Technological/infrastructural|||Behavioural/cultural||| Ecosystem-based"," Food security||| Consumption & production|||Poverty"," Individuals or households"
"1566",7851058," Asia","Attitudes of Farmers and Rural Area Residents Toward Climate Change Adaptation Measures: Their Preferences and Determinants of Their Attitudes","Baba, K; Tanaka, M","Sea level rise||| Precipitation variability||| General climate impacts","Behavioural/cultural||| Institutional"," Consumption & production"," Individuals or households"
"1567",7851061," Central and South America","You Can't Grow Potatoes in the Sky: Building Resilience in the Face of Climate Change in the Potato Park of Cuzco, Peru","Sayre, M; Stenner, T; Argumedo, A"," Increased frequency and intensity of extreme heat||| General climate impacts||| Other1||| Precipitation variability","Behavioural/cultural||| Ecosystem-based||| Institutional"," Food security||| Sustainable cities & communities||| Terrestrial & freshwater ecosystem services||| Peace justice & strong institutions||| Consumption & production||| Health & wellbeing"," Civil Society- sub-national or local||| Individuals or households||| Civil Society- international/multinational/national"
"1568",7851062," Europe","Climate risks and forest practices: forest owners' acceptance of advice concerning climate change","Uggla, Y; Lidskog, R"," General climate impacts","Behavioural/cultural||| Institutional"," Other2"," Individuals or households||| National government"
"1569",7851064,"Africa","Climate variabilities and evolution of soil occupation in the Timia oasis in the Agadez Region, Niger","Karimoune, S.; Sidi Tanko, O.K.; Issiaka, H."," Drought||| Precipitation variability","Behavioural/cultural||| Technological/infrastructural||| Ecosystem-based"," Food security"," Individuals or households||| Local government"
"1570",7851065," Asia","Promoting Resilient Livelihoods through Adaptive Social Protection: Lessons from 124 programmes in South Asia","Davies, M; Bene, C; Arnall, A; Tanner, T; Newsham, A; Coirolo, C"," General climate impacts"," Institutional"," Education|||Poverty||| Consumption & production","International or multinational governance institutions"
"1571",7851066," Asia","Agricultural adaptation to drought in the Sri Lankan dry zone","Burchfield, EK; Gilligan, J"," Drought||| Precipitation variability"," Technological/infrastructural|||Behavioural/cultural||| Institutional||| Ecosystem-based"," Food security||| Work and economic growth|||Poverty||| Consumption & production"," Local government||| Individuals or households||| Sub-national government"
"1572",7851067," Europe","Agricultural policy informed by farmers' adaptation experience to climate change in Veneto, Italy","Bonzanigo, L; Bojovic, D; Maziotis, A; Giupponi, C"," General climate impacts||| Increased frequency and intensity of extreme heat||| Drought||| Precipitation variability","Behavioural/cultural||| Technological/infrastructural"," No information or not assessed2||| Industry/innovation/technology||| Food security"," Individuals or households||| Local government"
"1573",7851068,"Africa","Ethnoveterinary of Sahrawi pastoralists of Western Sahara: camel diseases and remedies","Volpato, G; Saleh, SML; Di Nardo, A"," Drought","Behavioural/cultural"," No information or not assessed2||| Food security"," Individuals or households"
"1574",7851069,"Africa","Strategies used by the saffron producers of Taliouine (Morocco) to adapt to climate change","Aziz, L; Sadok, W"," Increased frequency and intensity of extreme heat||| Precipitation variability||| General climate impacts||| Extreme precipitation and inland flooding","Behavioural/cultural||| Technological/infrastructural||| Institutional"," Consumption & production||| Work and economic growth|||Poverty||| Gender equality"," Individuals or households||| Civil Society- sub-national or local||| National government|||International or multinational governance institutions||| Civil Society- international/multinational/national||| Sub-national government||| Private sector SMEs"
"1575",7851070,"Africa","How Can African Agriculture Adapt to Climate Change? A Counterfactual Analysis from Ethiopia","Di Falco, S; Veronesi, M"," Extreme precipitation and inland flooding||| Precipitation variability||| Drought||| Increased frequency and intensity of extreme heat||| General climate impacts||| Other1","Behavioural/cultural||| Ecosystem-based||| Technological/infrastructural","Poverty||| Food security||| Work and economic growth||| Consumption & production||| Terrestrial & freshwater ecosystem services"," Individuals or households"
"1576",7851071," North America","How do small-scale fishers adapt to environmental variability? Lessons from Baja California, Sur, Mexico","Sievanen, L."," General climate impacts||| Rising ocean temperature and ocean acidification||| Other1||| No information or not assessed1","Behavioural/cultural||| Ecosystem-based"," Health & wellbeing||| Marine & coastal ecosystem services||| Other2||| No information or not assessed2|||Poverty||| Education"," Individuals or households||| Local government||| Private sector SMEs||| Civil Society- sub-national or local||| National government"
"1577",7851073," North America","Do climate factors matter for producers' irrigation practices decisions?","Knapp, T; Huang, QQ"," Precipitation variability||| Increased frequency and intensity of extreme heat||| Drought||| Other1"," Technological/infrastructural|||Behavioural/cultural"," Food security||| Consumption & production||| Industry/innovation/technology||| Sustainable cities & communities"," Individuals or households"
"1578",7851074,"Africa","Adaptation of Periurban Cattle Production Systems to Environmental Changes: Feeding Strategies of Herdsmen in Southern Benin","Koura, IB; Dossa, LH; Kassa, BD; Houinato, M"," General climate impacts||| Other1||| No information or not assessed1","Behavioural/cultural||| Ecosystem-based"," Food security||| Sustainable cities & communities||| Clean water & sanitation||| Terrestrial & freshwater ecosystem services||| Other2"," Individuals or households"
"1579",7851075," North America","Farm service agency employee intentions to use weather and climate data in professional services","Schattman, RE; Roesch-McNally, G; Wiener, S; Niles, MT; Hollinger, DY"," General climate impacts"," Institutional"," Education"," National government||| Private sector corporations||| Sub-national government"
"1580",7851076," Asia","Agricultural adaptation to flood in lowland rice production areas of Central Vietnam: understanding the 'regenerated rice' ratoon system","Sen, LTH; Bond, J","Sea level rise||| Extreme precipitation and inland flooding||| Increased frequency and intensity of extreme heat||| Drought||| Precipitation variability"," Technological/infrastructural|||Behavioural/cultural||| Ecosystem-based||| Institutional"," Food security|||Poverty||| Consumption & production||| Health & wellbeing||| Work and economic growth||| Gender equality"," Local government||| Individuals or households||| Civil Society- sub-national or local"
"1581",7851080," Asia","Farmers' adoption of water-saving irrigation technology alleviates water scarcity in metropolis suburbs: A case study of Beijing, China","Zhang, B; Fu, ZT; Wang, JQ; Zhang, LX"," Drought||| Other1"," Technological/infrastructural"," Food security||| Consumption & production||| Clean water & sanitation"," Individuals or households"
"1582",7851081," Australasia||| Asia","Modeling (Im) mobility: The decision to stay in disaster prone area amongs fishermen community in Semarang","Amin, C.; Sukamdi; Rijanta"," Extreme precipitation and inland flooding||| General climate impacts|||Sea level rise||| Other1","Behavioural/cultural"," Education||| Other2||| Health & wellbeing"," Individuals or households"
"1583",7851083," Asia","SOUTH-EAST ASIAN FARMER PERCEPTIONS OF CLIMATE CHANGE","Abidoye, BO; Kurukulasuriya, P; Mendelsohn, R"," Drought||| Precipitation variability||| Extreme precipitation and inland flooding||| General climate impacts|||Increased frequency and intensity of extreme heat||| Other1 "," Ecosystem-based|||Behavioural/cultural||| Technological/infrastructural"," No information or not assessed2","International or multinational governance institutions||| Individuals or households||| Private sector SMEs"
"1584",7851084," Asia","Farmers' perceptions of and adaptations to drought in Herat Province, Afghanistan","Iqbal, MW; Donjadee, S; Kwanyuen, B; Liu, SY"," Drought||| Precipitation variability||| General climate impacts","Behavioural/cultural||| Technological/infrastructural","Poverty||| Food security||| Work and economic growth"," Individuals or households"
"1585",7851085," Asia","BUILDING FARM-LEVEL CAPACITIES IN IRRIGATION WATER MANAGEMENT TO ADAPT TO CLIMATE CHANGE","Kakumanu, KR; Kaluvai, YR; Nagothu, US; Lati, NR; Kotapati, GR; Karanam, S"," General climate impacts||| Precipitation variability||| Other1","Behavioural/cultural||| Technological/infrastructural||| Ecosystem-based"," Consumption & production||| Food security||| Other2||| Education||| Health & wellbeing||| Clean water & sanitation"," Individuals or households||| National government||| Sub-national government||| Civil Society- international/multinational/national|||International or multinational governance institutions||| Local government"
"1586",7851087,"Africa","Local beliefs and strategies of adaptation to climate change in Korhogo (Ivory Coast)","Boko, A.N.N.; Cisse, G.; Kone, B.; Dedy, S.F."," General climate impacts||| Drought"," Ecosystem-based|||Behavioural/cultural"," No information or not assessed2","No information or not assessed3"
"1587",7851088," North America","Anatomy of the 2016 drought in the Northeastern United States: Implications for agriculture and water resources in humid climates","Sweet, SK; Wolfe, DW; DeGaetano, A; Benner, R"," Drought"," Technological/infrastructural||| Institutional|||Behavioural/cultural"," Food security||| Consumption & production"," Individuals or households||| Civil Society- international/multinational/national"
"1588",7851090,"Africa","Pathways to transformational change in the face of climate impacts: an analytical framework","Mapfumo, P; Onyango, M; Honkponou, SK; El Mzouri, E; Githeko, A; Rabeharisoa, L; Obando, J; Omolo, N; Majule, A; Denton, F; Ayers, J; Agrawal, A"," Drought||| Extreme precipitation and inland flooding||| Precipitation variability"," Technological/infrastructural|||Behavioural/cultural||| Ecosystem-based||| Institutional"," Food security|||Poverty||| Health & wellbeing||| Gender equality||| Consumption & production||| Sustainable cities & communities"," Individuals or households||| Civil Society- international/multinational/national||| National government||| Sub-national government||| Civil Society- sub-national or local"
"1589",7851091," Central and South America||| North America","Agroforestry systems provide firewood for livelihood improvement in Guatemala","Sibelet, N.; Posada, K.E.; Gutirrez-Montes, I.A."," Drought||| Other1"," Ecosystem-based"," Consumption & production||| Food security||| Energy security"," Individuals or households|||International or multinational governance institutions||| Local government"
"1590",7851092," Asia","Factors affecting farmers' adaptation strategies to environmental degradation and climate change effects: A farm level study in bangladesh","Uddin, M.N.; Bokelmann, W.; Entsminger, J.S.","Sea level rise||| Extreme precipitation and inland flooding||| Increased frequency and intensity of extreme heat||| Precipitation variability||| Drought||| Other1","Behavioural/cultural||| Ecosystem-based||| Institutional||| Technological/infrastructural"," No information or not assessed2"," Individuals or households||| Civil Society- sub-national or local"
"1591",7851094," Asia","THE ROLE OF GROUNDWATER TO MITIGATE THE DROUGHT AND AS AN ADAPTATION TO CLIMATE CHANGE IN THE PHITSANULOK IRRIGATION PROJECT, IN THE NAN BASIN, THAILAND","Koontanakulvong, S; Suthidhummajit, C"," Drought"," Technological/infrastructural"," Consumption & production||| Clean water & sanitation"," Civil Society- sub-national or local||| Civil Society- international/multinational/national"
"1592",7851098," Asia","Enhancing food security: Food crop portfolio choice in response to climatic risk in India","Khanal, AR; Mishra, AK"," General climate impacts||| Precipitation variability","Behavioural/cultural||| Ecosystem-based"," Food security|||Poverty||| Consumption & production||| Work and economic growth"," Individuals or households"
"1593",7851099,"Africa","The perception of and adaptation to climate variability/change in Ghana by small-scale and commercial farmers","Yaro, JA"," Precipitation variability||| Increased frequency and intensity of extreme heat||| General climate impacts","Behavioural/cultural||| Technological/infrastructural"," Food security|||Poverty||| Work and economic growth"," Individuals or households||| Other"
"1594",7851102," Asia","Assessment of climate change vulnerability of farm households in Pyapon District, a delta region in Myanmar","Oo, AT; Van Huylenbroeck, G; Speelman, S","Sea level rise||| Other1||| Precipitation variability","Behavioural/cultural||| Institutional"," Food security||| Health & wellbeing||| Work and economic growth||| Other2|||Poverty||| Clean water & sanitation"," Individuals or households||| National government||| Sub-national government||| Local government||| Private sector corporations"
"1595",7851103," Central and South America","Maize migration: key crop expands to higher altitudes under climate change in the Andes","Skarbo, K; VanderMolen, K"," General climate impacts||| Other1||| Precipitation variability||| Increased frequency and intensity of extreme heat","Behavioural/cultural||| Ecosystem-based"," Food security||| Consumption & production||| Clean water & sanitation|||Poverty"," Individuals or households||| Civil Society- sub-national or local"
"1596",7851104," Europe","Adaptation to Climate Change in Swedish Forestry","Keskitalo, ECH; Bergh, J; Felton, A; Bjorkman, C; Berlin, M; Axelsson, P; Ring, E; Agren, A; Roberge, JM; Klapwijk, MJ; Boberg, J"," Drought||| General climate impacts||| Increased frequency and intensity of extreme heat"," Ecosystem-based||| Technological/infrastructural"," Consumption & production||| Sustainable cities & communities||| Terrestrial & freshwater ecosystem services||| Work and economic growth"," Individuals or households||| National government"
"1597",7851105," Asia","Patterns of herders' adaptation to changes in social-ecological systems across northern China's grasslands over the past three decades","Li, XL; Ding, Y; Yin, YT; Yang, TT; Liu, ZY; Ren, WB; Zhang, JL; Sarula; Li, YH; Hou, XY"," Drought||| Precipitation variability||| General climate impacts"," Institutional|||Behavioural/cultural"," Terrestrial & freshwater ecosystem services||| Consumption & production||| Work and economic growth|||Poverty"," Individuals or households"
"1598",7851107,"Africa","Simulating agricultural land-use adaptation decisions to climate change: An empirical agent-based modelling in northern Ghana","Amadou, ML; Villamor, GB; Kyei-Baffour, N"," No information or not assessed1||| Precipitation variability||| General climate impacts","Behavioural/cultural||| Ecosystem-based"," Consumption & production||| Work and economic growth||| Food security"," Individuals or households"
"1599",7851109," North America","Irrigation Technology Choice as Adaptation to Climate Change in the Western United States","Frisvold, G; Bai, T"," Precipitation variability||| Drought||| Extreme precipitation and inland flooding||| Other1"," Technological/infrastructural||| Institutional"," Consumption & production||| Work and economic growth||| Clean water & sanitation||| Industry/innovation/technology"," Individuals or households||| National government||| Civil Society- sub-national or local||| Other"
"1600",7851112," Central and South America","Building climate change resilience through local cooperation: a Peruvian Andes case study","Doughty, CA"," Other1||| General climate impacts||| Extreme precipitation and inland flooding||| Precipitation variability||| Drought"," Ecosystem-based||| Technological/infrastructural|||Behavioural/cultural"," Food security||| Health & wellbeing||| Terrestrial & freshwater ecosystem services||| Consumption & production"," Individuals or households||| Civil Society- sub-national or local"
"1601",7851115," Asia","Integrated Adaptation Management Approach toward Sustained Fish Production by Fish Farmers of Marilao-Meycauayan-Obando River System","Malenab, MCT; Visco, ES; Amparo, JMS; Torio, DA; Atole, MRJT; Mendoza, MD"," Extreme precipitation and inland flooding||| General climate impacts"," Technological/infrastructural|||Behavioural/cultural||| Ecosystem-based"," Consumption & production||| Food security||| Health & wellbeing"," Individuals or households||| Civil Society- sub-national or local"
"1602",7851117," Asia","Drivers of change and adaptation pathways of agricultural systems facing increased salinity intrusion in coastal areas of the Mekong and Red River deltas in Vietnam","Nguyen, MT; Renaud, FG; Sebesvari, Z","Sea level rise||| Other1"," Institutional||| Technological/infrastructural||| Ecosystem-based|||Behavioural/cultural"," Food security|||Poverty||| Clean water & sanitation"," Individuals or households||| Local government||| National government"
"1603",7851118," Central and South America","Agroforestry in Bolivia: opportunities and challenges in the context of food security and food sovereignty","Jacobi, J"," Drought||| Precipitation variability||| Increased frequency and intensity of extreme heat||| Extreme precipitation and inland flooding||| General climate impacts"," Ecosystem-based"," Food security|||Poverty"," Civil Society- international/multinational/national||| Civil Society- sub-national or local||| Individuals or households||| Other"
"1604",7851127,"Africa","Rainfall scarcity and its impacts on subsistence farming: the role of gender and religious rituals in adaptation to change","Rankoana, SA"," Precipitation variability","Behavioural/cultural"," Food security"," Individuals or households"
"1605",7851128," Asia","Adoption status of direct seeded rice cultivation technology in Haryana","Rohila, A.K.; Ghanghas, B.S.; Shehrawat, P.S."," Drought||| Other1||| General climate impacts"," Technological/infrastructural|||Behavioural/cultural"," Consumption & production||| Education||| Food security"," Individuals or households"
"1606",7851132," Asia","Yield implications of date and cultivar adaptation to wheat phenological shifts: a survey of farmers in Turkey","Karapinar, B.; Ã–zertan, G."," General climate impacts||| Increased frequency and intensity of extreme heat||| Drought||| Precipitation variability","Behavioural/cultural||| Technological/infrastructural"," Terrestrial & freshwater ecosystem services||| Food security|||Poverty||| Consumption & production"," Individuals or households"
"1607",7851134," North America||| Central and South America","Untapped Potential of Citizen Science in Mexican Small-Scale Fisheries","Fulton, S; Lopez-Sagastegui, C; Weaver, AH; Fitzmaurice-Cahluni, F; Galindo, C; Melo, FFR; Yee, S; Ojeda-Villegas, MB; Fuentes, DA; Torres-Bahena, E"," Rising ocean temperature and ocean acidification||| General climate impacts"," Ecosystem-based||| Technological/infrastructural"," Sustainable cities & communities||| Marine & coastal ecosystem services||| Education||| Food security"," Individuals or households||| Civil Society- international/multinational/national||| Sub-national government||| Local government||| Civil Society- sub-national or local"
"1608",7851139,"Africa","Socio-hydrological Framework of Farmer-Drought Feedback: Darfur as a Case Study","Elagib, NA; Musa, AA; Sulieman, HM"," Drought||| Increased frequency and intensity of extreme heat||| Other1||| Precipitation variability","Behavioural/cultural||| Institutional||| Ecosystem-based||| Technological/infrastructural"," Food security||| Terrestrial & freshwater ecosystem services||| Consumption & production"," Individuals or households||| National government"
"1609",7851141,"Africa","Non-cognitive skills and climate change adaptation: empirical evidence from Ghana's pineapple farmers","Wuepper, D.; Zilberman, D.; Sauer, J."," General climate impacts||| Precipitation variability","Behavioural/cultural"," Consumption & production"," Individuals or households"
"1610",7851142," Asia","Hapa irrigation for promoting sustainable agricultural intensification: experience from Bankura district of India","Pani, A.; Mishra, P."," General climate impacts||| Drought||| Extreme precipitation and inland flooding"," Technological/infrastructural"," Clean water & sanitation||| Consumption & production|||Poverty||| Food security||| Work and economic growth"," Individuals or households"
"1611",7851149," Asia","Can more drought resistant crops promote more climate secure agriculture? Prospects and challenges of millet cultivation in Ananthapur, Andhra Pradesh","Fischer, H.W.; Reddy, N.L.N.; Rao, M.L.S."," Drought||| Precipitation variability","Behavioural/cultural||| Ecosystem-based||| Institutional"," Food security|||Poverty||| Consumption & production"," Individuals or households||| Sub-national government||| Civil Society- sub-national or local"
"1612",7851150," North America","Perceived impacts of climate change, coastal development and policy on oyster harvesting in the Southeastern United States","Deason, G; Seekamp, E; Barbieri, C"," Rising ocean temperature and ocean acidification||| Other1||| Extreme precipitation and inland flooding"," Institutional||| Ecosystem-based|||Behavioural/cultural"," Work and economic growth||| Food security"," Individuals or households||| Local government||| National government"
"1613",7851151," North America","Inuit Traditional Ecological Knowledge (TEK), Subsistence Hunting and Adaptation to Climate Change in the Canadian Arctic","Pearce, T; Ford, J; Willox, AC; Smit, B"," Loss of Arctic sea ice||| General climate impacts","Behavioural/cultural||| Ecosystem-based||| Technological/infrastructural"," Food security||| Marine & coastal ecosystem services||| Sustainable cities & communities|||Poverty||| Health & wellbeing"," Individuals or households"
"1614",7851153,"Africa","EXAMINING THE DRIVERS OF AGRICULTURAL EXPERIMENTATION AMONG SMALLHOLDER FARMERS IN MALAWI","Hockett, M; Richardson, RB"," Precipitation variability","Behavioural/cultural"," Consumption & production|||Poverty"," Individuals or households||| Private sector SMEs||| Local government||| Civil Society- sub-national or local"
"1615",7851155," Asia","Farm-level adaptation to climate change in Western Bangladesh: An analysis of adaptation dynamics, profitability and risks","Kabir, MJ; Alauddin, M; Crimp, S"," Precipitation variability||| Other1||| Drought","Behavioural/cultural||| Ecosystem-based"," Food security|||Poverty"," Individuals or households"
"1616",7851156,"Africa","Farmer's perception of climate change and responsive strategies in three selected provinces of South Africa","Elum, ZA; Modise, DM; Marr, A"," Extreme precipitation and inland flooding||| Precipitation variability||| Increased frequency and intensity of extreme heat||| Drought","Behavioural/cultural||| Technological/infrastructural"," Terrestrial & freshwater ecosystem services|||Poverty"," Individuals or households"
"1617",7851157," Asia","Livelihood diversification as an adaptation approach to change in the pastoral Hindu-Kush Himalayan region","Wu, N; Ismail, M; Joshi, S; Yi, SL; Shrestha, RM; Jasra, AW"," General climate impacts","Behavioural/cultural"," Work and economic growth||| Consumption & production"," Individuals or households"
"1618",7851158,"Africa","Climate variability and status of the production and diversity of sorghum (Sorghum bicolor (L.) Moench) in the arid zone of northwest Benin","Dossou-Aminon, I; Dansi, A; Ahissou, H; Cisse, N; Vodouhe, R; Sanni, A"," Drought||| Precipitation variability","Behavioural/cultural"," Food security||| Work and economic growth||| Health & wellbeing"," Individuals or households"
"1619",7851161,"Africa","Moving the Conversation on Climate Change and Inequality to the Local: Socio-ecological Vulnerability in Agricultural Tanzania.","Teller, Amy S"," Drought","Behavioural/cultural||| Technological/infrastructural","Poverty||| Inequalities (Other than gender)||| Terrestrial & freshwater ecosystem services"," Individuals or households||| Civil Society- sub-national or local||| Local government"
"1620",7851163,"Africa","Analysis of Farmer's Choices for Climate Change Adaptation Practices in South-Western Uganda, 1980-2009","Zizinga, A; Kangalawe, RYM; Ainslie, A; Tenywa, MM; Majaliwa, J; Saronga, NJ; Amoako, EE"," Precipitation variability||| General climate impacts||| Increased frequency and intensity of extreme heat||| Extreme precipitation and inland flooding||| Drought","Behavioural/cultural||| Technological/infrastructural"," Food security|||Poverty"," Individuals or households"
"1621",7851165," Asia","Agriculture under changing climate conditions and adaptation options in the Koshi Basin","Bastakoti, RC; Bharati, L; Bhattarai, U; Wahid, SM"," Drought||| Extreme precipitation and inland flooding||| Precipitation variability"," Technological/infrastructural||| Institutional|||Behavioural/cultural||| Ecosystem-based"," Consumption & production||| Other2||| Food security|||Poverty||| Clean water & sanitation"," National government||| Local government||| Individuals or households||| Civil Society- sub-national or local"
"1622",7851166,"Africa","Impact of climate change on brackish water aquaculture development in the coastal areas of Niger Delta","Akinrotimi, O.A.; Edun, O.M."," General climate impacts||| Other1||| Rising ocean temperature and ocean acidification||| Extreme precipitation and inland flooding||| Increased frequency and intensity of extreme heat"," Institutional||| Technological/infrastructural|||Behavioural/cultural"," Food security||| Sustainable cities & communities|||Poverty"," Individuals or households||| National government"
"1623",7851169," Europe","A guide towards climate change adaptation in the livestock sector: adaptation options and the role of robust decision-making tools for their economic appraisal","Dittrich, R; Wreford, A; Topp, CFE; Eory, V; Moran, D"," Increased frequency and intensity of extreme heat||| Precipitation variability||| Extreme precipitation and inland flooding"," Ecosystem-based|||Behavioural/cultural||| Institutional"," Consumption & production"," Individuals or households||| Other"
